,,,,Independent Variable Independent Variable camera,Independent Variable Independent Variable comments_video,Independent Variable Independent Variable family,Independent Variable Independent Variable id,Independent Variable Independent Variable Missed samples %,Independent Variable Independent Variable Recording after,Independent Variable Independent Variable start (s),Independent Variable Independent Variable Subject not found %,Independent Variable Independent Variable Video file,Independent Variable Independent Variable week,Distance moved center-point Total cm,Velocity center-point Mean cm/s,Movement Moving / center-point Cumulative Duration s,Movement Not Moving / center-point Cumulative Duration s,In zone cue / center-point Cumulative Duration s,In zone cue / center-point Cumulative Duration %,In zone blank / center-point Cumulative Duration s,In zone blank / center-point Cumulative Duration %,Mobility Body fill Mean %,Mobility state Highly mobile Cumulative Duration s,Mobility state Mobile Cumulative Duration s,Mobility state Immobile Cumulative Duration s
10 minutes,Trial    26,Arena 1,In blank,B,nc,BS8,S8_01,0.0 %,+ 00:03:10.075,190,18.7 %,D:\TME Project\Documents\EthoVision XT\Experiments\Videos 2019\B\DCIM\13-15;170RDPHH\S1700001.MP4,3,"10,7313","0,0281463","1,51996","379,751",0,0,"381,27","63,5297","5,75114","0,239994","234,394","146,636"
10 minutes,Trial    26,Arena 2,In cue,B,spider dead,BS6,S6_01,0.0 %,+ 00:03:10.075,190,0.0 %,D:\TME Project\Documents\EthoVision XT\Experiments\Videos 2019\B\DCIM\13-15;170RDPHH\S1700001.MP4,3,-,-,-,-,-,-,-,-,-,-,-,-
10 minutes,Trial    26,Arena 2,In blank,B,spider dead,BS6,S6_01,0.0 %,+ 00:03:10.075,190,0.0 %,D:\TME Project\Documents\EthoVision XT\Experiments\Videos 2019\B\DCIM\13-15;170RDPHH\S1700001.MP4,3,"40,3069","0,0671708","166,636","433,429",0,0,"600,145",100,"4,6339",0,"198,555","401,51"
10 minutes,Trial    26,Arena 3,In cue,B,spider not available,BL2,BL2_01,0.0 %,+ 00:03:10.075,190,80.2 %,D:\TME Project\Documents\EthoVision XT\Experiments\Videos 2019\B\DCIM\13-15;170RDPHH\S1700001.MP4,3,-,-,-,-,-,-,-,-,-,-,-,-
10 minutes,Trial    26,Arena 3,In blank,B,spider not available,BL2,BL2_01,0.0 %,+ 00:03:10.075,190,80.2 %,D:\TME Project\Documents\EthoVision XT\Experiments\Videos 2019\B\DCIM\13-15;170RDPHH\S1700001.MP4,3,-,-,-,-,-,-,-,-,-,-,-,-
10 minutes,Trial    26,Arena 4,In cue,B,spider dead,BS11,BS11_01,0.0 %,+ 00:03:10.075,190,0.1 %,D:\TME Project\Documents\EthoVision XT\Experiments\Videos 2019\B\DCIM\13-15;170RDPHH\S1700001.MP4,3,"30,8085","0,051438","29,7593","569,986","599,985","99,9733",0,0,"7,46536","1,03997","474,628","124,077"
10 minutes,Trial    26,Arena 4,In blank,B,spider dead,BS11,BS11_01,0.0 %,+ 00:03:10.075,190,0.1 %,D:\TME Project\Documents\EthoVision XT\Experiments\Videos 2019\B\DCIM\13-15;170RDPHH\S1700001.MP4,3,-,-,-,-,-,-,-,-,-,-,-,-
10 minutes,Trial    26,Arena 5,In cue,B,"spider didn't move at all, remained on the blank side",BS7,S7_01,0.0 %,+ 00:03:10.075,190,99.9 %,D:\TME Project\Documents\EthoVision XT\Experiments\Videos 2019\B\DCIM\13-15;170RDPHH\S1700001.MP4,3,-,-,-,-,"0,319992","0,0533191",0,0,-,-,-,-
10 minutes,Trial    26,Arena 5,In blank,B,"spider didn't move at all, remained on the blank side",BS7,S7_01,0.0 %,+ 00:03:10.075,190,99.9 %,D:\TME Project\Documents\EthoVision XT\Experiments\Videos 2019\B\DCIM\13-15;170RDPHH\S1700001.MP4,3,"0,41989","0,874793","0,559986","0,159996",0,0,"0,959976","0,159957","39,0365","0,159996","0,479988","0,079998"
10 minutes,Trial    26,Arena 6,In cue,B,spider not available,BS9,S9_01,0.0 %,+ 00:03:10.075,190,100.0 %,D:\TME Project\Documents\EthoVision XT\Experiments\Videos 2019\B\DCIM\13-15;170RDPHH\S1700001.MP4,3,-,-,-,-,-,-,-,-,-,-,-,-
10 minutes,Trial    26,Arena 6,In blank,B,spider not available,BS9,S9_01,0.0 %,+ 00:03:10.075,190,100.0 %,D:\TME Project\Documents\EthoVision XT\Experiments\Videos 2019\B\DCIM\13-15;170RDPHH\S1700001.MP4,3,-,-,-,-,-,-,-,-,-,-,-,-
10 minutes,Trial    27,Arena 1,In cue,A,spider dead,BL2,BL2_03,0.0 %,+ 00:01:40.077,100,100.0 %,D:\TME Project\Documents\EthoVision XT\Experiments\Videos 2019\A\DCIM\13-15;172RDPHH\S1720002.MP4,3,-,-,-,-,-,-,-,-,-,-,-,-
10 minutes,Trial    27,Arena 1,In blank,A,spider dead,BL2,BL2_03,0.0 %,+ 00:01:40.077,100,100.0 %,D:\TME Project\Documents\EthoVision XT\Experiments\Videos 2019\A\DCIM\13-15;172RDPHH\S1720002.MP4,3,-,-,-,-,-,-,-,-,-,-,-,-
10 minutes,Trial    27,Arena 2,In cue,A,nc,BS4,S4_02,0.0 %,+ 00:01:40.077,100,35.2 %,D:\TME Project\Documents\EthoVision XT\Experiments\Videos 2019\A\DCIM\13-15;172RDPHH\S1720002.MP4,3,"9,77351","0,106052","8,55979","84,3179","93,0377","15,5025",0,0,"8,4138","1,19997","47,2788","44,3989"
10 minutes,Trial    27,Arena 2,In blank,A,nc,BS4,S4_02,0.0 %,+ 00:01:40.077,100,35.2 %,D:\TME Project\Documents\EthoVision XT\Experiments\Videos 2019\A\DCIM\13-15;172RDPHH\S1720002.MP4,3,"40,4972","0,137226","54,8786","243,674",0,0,"299,593","49,92","10,7896","2,39994","195,915","100,477"
10 minutes,Trial    27,Arena 3,In cue,A,nc,BM1,M1_02,0.0 %,+ 00:01:40.077,100,0.0 %,D:\TME Project\Documents\EthoVision XT\Experiments\Videos 2019\A\DCIM\13-15;172RDPHH\S1720002.MP4,3,"10,7402","0,0178985","5,11987","594,945","600,145",100,0,0,"4,29326",0,"164,236","435,829"
10 minutes,Trial    27,Arena 3,In blank,A,nc,BM1,M1_02,0.0 %,+ 00:01:40.077,100,0.0 %,D:\TME Project\Documents\EthoVision XT\Experiments\Videos 2019\A\DCIM\13-15;172RDPHH\S1720002.MP4,3,-,-,-,-,-,-,-,-,-,-,-,-
10 minutes,Trial    27,Arena 4,In cue,A,nc,BS9,S9_02,0.0 %,+ 00:01:40.077,100,8.5 %,D:\TME Project\Documents\EthoVision XT\Experiments\Videos 2019\A\DCIM\13-15;172RDPHH\S1720002.MP4,3,"1,28207","0,516976","2,39994","0,559986","3,51991","0,58651",0,0,"31,0912",0,"2,79993","0,159996"
10 minutes,Trial    27,Arena 4,In blank,A,nc,BS9,S9_02,0.0 %,+ 00:01:40.077,100,8.5 %,D:\TME Project\Documents\EthoVision XT\Experiments\Videos 2019\A\DCIM\13-15;172RDPHH\S1720002.MP4,3,"21,9594","0,040208","18,6395","527,907",0,0,"546,706","91,0957","5,19278","0,79998","156,236","389,51"
10 minutes,Trial    27,Arena 5,In cue,A,nc,BS6,S6_03,0.0 %,+ 00:01:40.077,100,1.3 %,D:\TME Project\Documents\EthoVision XT\Experiments\Videos 2019\A\DCIM\13-15;172RDPHH\S1720002.MP4,3,"8,78254","0,35529","7,59981","18,9595","28,2393","4,70541",0,0,"12,9932","0,639984","12,6397","13,2797"
10 minutes,Trial    27,Arena 5,In blank,A,nc,BS6,S6_03,0.0 %,+ 00:01:40.077,100,1.3 %,D:\TME Project\Documents\EthoVision XT\Experiments\Videos 2019\A\DCIM\13-15;172RDPHH\S1720002.MP4,3,"21,444","0,0378878","16,3196","550,146",0,0,"567,186","94,5081","4,62728","0,959976","142,476","423,029"
10 minutes,Trial    27,Arena 6,In cue,A,spider on the walls sometimes,BS8,S8_02,0.0 %,+ 00:01:40.077,100,64.8 %,D:\TME Project\Documents\EthoVision XT\Experiments\Videos 2019\A\DCIM\13-15;172RDPHH\S1720002.MP4,3,"21,6867","0,106144","29,1993","178,476","210,475","35,0706",0,0,"8,01913","2,87993","103,517","101,277"
10 minutes,Trial    27,Arena 6,In blank,A,spider on the walls sometimes,BS8,S8_02,0.0 %,+ 00:01:40.077,100,64.8 %,D:\TME Project\Documents\EthoVision XT\Experiments\Videos 2019\A\DCIM\13-15;172RDPHH\S1720002.MP4,3,"3,74896","0,720971","2,55994","2,63993",0,0,"5,27987","0,879765","28,4143","1,11997","1,35997","2,71993"
10 minutes,Trial    28,Arena 1,In cue,B,nc,BQ3,BQ3_02,0.0 %,+ 00:02:30.076,150,4.8 %,D:\TME Project\Documents\EthoVision XT\Experiments\Videos 2019\B\DCIM\13-15;170RDPHH\S1700002.MP4,3,"4,11699","0,157381","13,5197","15,1196","30,7192","5,11864",0,0,"17,305","0,559986","24,3194","3,75991"
10 minutes,Trial    28,Arena 1,In blank,B,nc,BQ3,BQ3_02,0.0 %,+ 00:02:30.076,150,4.8 %,D:\TME Project\Documents\EthoVision XT\Experiments\Videos 2019\B\DCIM\13-15;170RDPHH\S1700002.MP4,3,"45,6928","0,0841323","93,2777","450,389",0,0,"544,066","90,6558","9,55289","0,879978","479,828","62,9584"
10 minutes,Trial    28,Arena 2,In cue,B,spider on the walls sometimes,BS7,S7_02,0.0 %,+ 00:02:30.076,150,0.6 %,D:\TME Project\Documents\EthoVision XT\Experiments\Videos 2019\B\DCIM\13-15;170RDPHH\S1700002.MP4,3,"54,1446","0,318805","21,3595","150,076","171,916","28,6457",0,0,"6,25614","2,39994","45,2789","123,757"
10 minutes,Trial    28,Arena 2,In blank,B,spider on the walls sometimes,BS7,S7_02,0.0 %,+ 00:02:30.076,150,0.6 %,D:\TME Project\Documents\EthoVision XT\Experiments\Videos 2019\B\DCIM\13-15;170RDPHH\S1700002.MP4,3,"28,3139","0,0665161","6,55984","419,35",0,0,"426,069","70,9944","1,55263","1,11997","0,39999","424,389"
10 minutes,Trial    28,Arena 3,In cue,B,nc,BM2,BM2_02,0.0 %,+ 00:02:30.076,150,0.0 %,D:\TME Project\Documents\EthoVision XT\Experiments\Videos 2019\B\DCIM\13-15;170RDPHH\S1700002.MP4,3,-,-,-,-,-,-,-,-,-,-,-,-
10 minutes,Trial    28,Arena 3,In blank,B,nc,BM2,BM2_02,0.0 %,+ 00:02:30.076,150,0.0 %,D:\TME Project\Documents\EthoVision XT\Experiments\Videos 2019\B\DCIM\13-15;170RDPHH\S1700002.MP4,3,"18,5615","0,0309325","0,719982","599,345",0,0,"600,145",100,"7,41535",0,"548,946","51,1187"
10 minutes,Trial    28,Arena 4,In cue,B,nc,BS11,BS11_02,0.0 %,+ 00:02:30.076,150,0.0 %,D:\TME Project\Documents\EthoVision XT\Experiments\Videos 2019\B\DCIM\13-15;170RDPHH\S1700002.MP4,3,"43,2975","0,0723089","208,075","390,71","598,865","99,7867",0,0,"3,98169",0,"105,837","492,948"
10 minutes,Trial    28,Arena 4,In blank,B,nc,BS11,BS11_02,0.0 %,+ 00:02:30.076,150,0.0 %,D:\TME Project\Documents\EthoVision XT\Experiments\Videos 2019\B\DCIM\13-15;170RDPHH\S1700002.MP4,3,"5,48749","4,28721","1,27997",0,0,0,"1,27997","0,213276","28,229","0,319992","0,079998","0,879978"
10 minutes,Trial    28,Arena 5,In cue,B,spider on the walls sometimes,BQ1,Q1_02,0.0 %,+ 00:02:30.076,150,40.3 %,D:\TME Project\Documents\EthoVision XT\Experiments\Videos 2019\B\DCIM\13-15;170RDPHH\S1700002.MP4,3,"79,4406","0,410853","70,4782","123,677","194,315","32,378",0,0,"19,969","6,39984","174,156","13,5997"
10 minutes,Trial    28,Arena 5,In blank,B,spider on the walls sometimes,BQ1,Q1_02,0.0 %,+ 00:02:30.076,150,40.3 %,D:\TME Project\Documents\EthoVision XT\Experiments\Videos 2019\B\DCIM\13-15;170RDPHH\S1700002.MP4,3,"41,0622","0,252604","51,9987","115,357",0,0,"170,076","28,3391","17,8158","4,23989","158,876","4,23989"
10 minutes,Trial    28,Arena 6,In cue,B,nc,BS3,S3_02,0.0 %,+ 00:02:30.076,150,1.7 %,D:\TME Project\Documents\EthoVision XT\Experiments\Videos 2019\B\DCIM\13-15;170RDPHH\S1700002.MP4,3,"37,3542","0,0786756","65,8384","411,03","478,068","79,6588",0,0,"10,2652","2,07995","414,39","60,3985"
10 minutes,Trial    28,Arena 6,In blank,B,nc,BS3,S3_02,0.0 %,+ 00:02:30.076,150,1.7 %,D:\TME Project\Documents\EthoVision XT\Experiments\Videos 2019\B\DCIM\13-15;170RDPHH\S1700002.MP4,3,"66,5572","0,585082","13,1197","101,917",0,0,"115,357","19,2215","12,9487","4,47989","105,117","5,43986"
10 minutes,Trial    29,Arena 1,In cue,A,spider dead,BQ1,Q1_03,0.0 %,+ 00:02:30.076,150,100.0 %,D:\TME Project\Documents\EthoVision XT\Experiments\Videos 2019\A\DCIM\13-15;172RDPHH\S1720004.MP4,3,-,-,-,-,-,-,-,-,-,-,-,-
10 minutes,Trial    29,Arena 1,In blank,A,spider dead,BQ1,Q1_03,0.0 %,+ 00:02:30.076,150,100.0 %,D:\TME Project\Documents\EthoVision XT\Experiments\Videos 2019\A\DCIM\13-15;172RDPHH\S1720004.MP4,3,-,-,-,-,-,-,-,-,-,-,-,-
10 minutes,Trial    29,Arena 2,In cue,A,nc,BS8,S8_03,0.0 %,+ 00:02:30.076,150,76.4 %,D:\TME Project\Documents\EthoVision XT\Experiments\Videos 2019\A\DCIM\13-15;172RDPHH\S1720004.MP4,3,"3,24398","0,022936","3,59991","137,677","141,516","23,5804",0,0,"4,60212","0,159996","41,439","99,8375"
10 minutes,Trial    29,Arena 2,In blank,A,nc,BS8,S8_03,0.0 %,+ 00:02:30.076,150,76.4 %,D:\TME Project\Documents\EthoVision XT\Experiments\Videos 2019\A\DCIM\13-15;172RDPHH\S1720004.MP4,3,-,-,-,-,-,-,-,-,-,-,-,-
10 minutes,Trial    29,Arena 3,In cue,A,nc,BL2,BL2_05,0.0 %,+ 00:02:30.076,150,0.7 %,D:\TME Project\Documents\EthoVision XT\Experiments\Videos 2019\A\DCIM\13-15;172RDPHH\S1720004.MP4,3,"28,8822","0,121031","44,8789","193,755","238,714","39,7761",0,0,"10,7227","2,39994","191,835","44,3989"
10 minutes,Trial    29,Arena 3,In blank,A,nc,BL2,BL2_05,0.0 %,+ 00:02:30.076,150,0.7 %,D:\TME Project\Documents\EthoVision XT\Experiments\Videos 2019\A\DCIM\13-15;172RDPHH\S1720004.MP4,3,"22,6343","0,0634812","18,2395","339,352",0,0,"357,991","59,6508","8,16876","1,59996","245,834","110,157"
10 minutes,Trial    29,Arena 4,In cue,A,nc,BQ3,BQ3_04,0.0 %,+ 00:02:30.076,150,0.0 %,D:\TME Project\Documents\EthoVision XT\Experiments\Videos 2019\A\DCIM\13-15;172RDPHH\S1720004.MP4,3,"28,4733","0,105993","54,3986","214,395","268,873","44,8014",0,0,"10,3262","1,19997","193,515","74,0781"
10 minutes,Trial    29,Arena 4,In blank,A,nc,BQ3,BQ3_04,0.0 %,+ 00:02:30.076,150,0.0 %,D:\TME Project\Documents\EthoVision XT\Experiments\Videos 2019\A\DCIM\13-15;172RDPHH\S1720004.MP4,3,"11,0468","0,0333466","2,47994","328,792",0,0,"331,272","55,1986","6,28902",0,"264,073","67,1983"
10 minutes,Trial    29,Arena 5,In cue,A,nc,BM1,M1_03,0.0 %,+ 00:02:30.076,150,33.7 %,D:\TME Project\Documents\EthoVision XT\Experiments\Videos 2019\A\DCIM\13-15;172RDPHH\S1720004.MP4,3,-,-,-,-,-,-,-,-,-,-,-,-
10 minutes,Trial    29,Arena 5,In blank,A,nc,BM1,M1_03,0.0 %,+ 00:02:30.076,150,33.7 %,D:\TME Project\Documents\EthoVision XT\Experiments\Videos 2019\A\DCIM\13-15;172RDPHH\S1720004.MP4,3,"12,334","0,0311033","11,5197","387,51",0,0,"399,99","66,6489","7,59322",0,"286,633","112,557"
10 minutes,Trial    29,Arena 6,In cue,A,spider on the walls sometimes,BS4,S4_04,0.0 %,+ 00:02:30.076,150,7.1 %,D:\TME Project\Documents\EthoVision XT\Experiments\Videos 2019\A\DCIM\13-15;172RDPHH\S1720004.MP4,3,"6,94424","0,21172","5,75986","27,5193","33,5192","5,58518",0,0,"12,3938","1,19997","14,4796","17,5996"
10 minutes,Trial    29,Arena 6,In blank,A,spider on the walls sometimes,BS4,S4_04,0.0 %,+ 00:02:30.076,150,7.1 %,D:\TME Project\Documents\EthoVision XT\Experiments\Videos 2019\A\DCIM\13-15;172RDPHH\S1720004.MP4,3,"25,0958","0,0479893","14,8796","510,947",0,0,"528,067","87,9899","10,2912","1,91995","469,348","54,6386"
10 minutes,Trial    30,Arena 1,In cue,B,spider not available,BS9,S9_03,0.0 %,+ 00:02:05.037,125,0.0 %,D:\TME Project\Documents\EthoVision XT\Experiments\Videos 2019\B\DCIM\13-15;170RDPHH\S1700003.MP4,3,"29,9644","0,0499352","81,038","518,947","600,145",100,0,0,"11,5415",0,"582,625","17,4396"
10 minutes,Trial    30,Arena 1,In blank,B,spider not available,BS9,S9_03,0.0 %,+ 00:02:05.037,125,0.0 %,D:\TME Project\Documents\EthoVision XT\Experiments\Videos 2019\B\DCIM\13-15;170RDPHH\S1700003.MP4,3,-,-,-,-,-,-,-,-,-,-,-,-
10 minutes,Trial    30,Arena 2,In cue,B,nc,BS6,S6_05,0.0 %,+ 00:02:05.037,125,0.4 %,D:\TME Project\Documents\EthoVision XT\Experiments\Videos 2019\B\DCIM\13-15;170RDPHH\S1700003.MP4,3,"28,1942","0,0547091","17,1196","499,668","516,867","86,1237",0,0,"7,05111","1,51996","389,03","126,237"
10 minutes,Trial    30,Arena 2,In blank,B,nc,BS6,S6_05,0.0 %,+ 00:02:05.037,125,0.4 %,D:\TME Project\Documents\EthoVision XT\Experiments\Videos 2019\B\DCIM\13-15;170RDPHH\S1700003.MP4,3,"12,2178","0,149732","11,9197","70,2382",0,0,"82,6379","13,7697","10,026","0,719982","65,9184","15,5196"
10 minutes,Trial    30,Arena 3,In cue,B,nc,BS11,BS11_03,0.0 %,+ 00:02:05.037,125,2.8 %,D:\TME Project\Documents\EthoVision XT\Experiments\Videos 2019\B\DCIM\13-15;170RDPHH\S1700003.MP4,3,-,-,-,-,-,-,-,-,-,-,-,-
10 minutes,Trial    30,Arena 3,In blank,B,nc,BS11,BS11_03,0.0 %,+ 00:02:05.037,125,2.8 %,D:\TME Project\Documents\EthoVision XT\Experiments\Videos 2019\B\DCIM\13-15;170RDPHH\S1700003.MP4,3,"22,7494","0,0390195","19,5995","563,426",0,0,"583,105","97,1608","8,59991",0,"488,468","94,5576"
10 minutes,Trial    30,Arena 4,In cue,B,spider on the walls sometimes,BM2,BM2_03,0.0 %,+ 00:02:05.037,125,36.4 %,D:\TME Project\Documents\EthoVision XT\Experiments\Videos 2019\B\DCIM\13-15;170RDPHH\S1700003.MP4,3,"17,8607","0,0933378","18,8795","175,276","195,195","32,5247",0,0,"10,9393","2,07995","164,236","27,8393"
10 minutes,Trial    30,Arena 4,In blank,B,spider on the walls sometimes,BM2,BM2_03,0.0 %,+ 00:02:05.037,125,36.4 %,D:\TME Project\Documents\EthoVision XT\Experiments\Videos 2019\B\DCIM\13-15;170RDPHH\S1700003.MP4,3,"24,9961","0,132566","28,7993","160,956",0,0,"190,395","31,7249","10,66","1,43996","162,636","25,6794"
10 minutes,Trial    30,Arena 5,In cue,B,spider dead,BS3,S3_03,0.0 %,+ 00:02:05.037,125,100.0 %,D:\TME Project\Documents\EthoVision XT\Experiments\Videos 2019\B\DCIM\13-15;170RDPHH\S1700003.MP4,3,-,-,-,-,-,-,-,-,-,-,-,-
10 minutes,Trial    30,Arena 5,In blank,B,spider dead,BS3,S3_03,0.0 %,+ 00:02:05.037,125,100.0 %,D:\TME Project\Documents\EthoVision XT\Experiments\Videos 2019\B\DCIM\13-15;170RDPHH\S1700003.MP4,3,-,-,-,-,-,-,-,-,-,-,-,-
10 minutes,Trial    30,Arena 6,In cue,B,nc,BS7,S7_03,0.0 %,+ 00:02:05.037,125,0.0 %,D:\TME Project\Documents\EthoVision XT\Experiments\Videos 2019\B\DCIM\13-15;170RDPHH\S1700003.MP4,3,"22,4234","0,0373832","14,9596","584,865","599,905","99,96",0,0,"6,21694",0,"478,148","121,677"
10 minutes,Trial    30,Arena 6,In blank,B,nc,BS7,S7_03,0.0 %,+ 00:02:05.037,125,0.0 %,D:\TME Project\Documents\EthoVision XT\Experiments\Videos 2019\B\DCIM\13-15;170RDPHH\S1700003.MP4,3,"6,31162","26,2991","0,239994",0,0,0,"0,239994","0,0399893","70,0491","0,159996","0,079998",0
10 minutes,Trial    31,Arena 1,In cue,A,nc,BS9,S9_04,0.0 %,+ 00:02:10.077,130,1.7 %,D:\TME Project\Documents\EthoVision XT\Experiments\Videos 2019\A\DCIM\16-18;173RDPHH\S1730001.MP4,3,"16,2635","0,0275735","3,19992","586,625","589,905","98,2938",0,0,"5,71946",0,"349,431","240,394"
10 minutes,Trial    31,Arena 1,In blank,A,nc,BS9,S9_04,0.0 %,+ 00:02:10.077,130,1.7 %,D:\TME Project\Documents\EthoVision XT\Experiments\Videos 2019\A\DCIM\16-18;173RDPHH\S1730001.MP4,3,-,-,-,-,-,-,-,-,-,-,-,-
10 minutes,Trial    31,Arena 2,In cue,A,spider dead,BS6,S6_12,0.0 %,+ 00:02:10.077,130,100.0 %,D:\TME Project\Documents\EthoVision XT\Experiments\Videos 2019\A\DCIM\16-18;173RDPHH\S1730001.MP4,3,-,-,-,-,-,-,-,-,-,-,-,-
10 minutes,Trial    31,Arena 2,In blank,A,spider dead,BS6,S6_12,0.0 %,+ 00:02:10.077,130,100.0 %,D:\TME Project\Documents\EthoVision XT\Experiments\Videos 2019\A\DCIM\16-18;173RDPHH\S1730001.MP4,3,-,-,-,-,-,-,-,-,-,-,-,-
10 minutes,Trial    31,Arena 3,In cue,A,nc,BS8,S8_04,0.0 %,+ 00:02:10.077,130,0.0 %,D:\TME Project\Documents\EthoVision XT\Experiments\Videos 2019\A\DCIM\16-18;173RDPHH\S1730001.MP4,3,"46,7769","0,077953","55,5186","544,546","600,145",100,0,0,"7,4573","2,07995","461,188","136,797"
10 minutes,Trial    31,Arena 3,In blank,A,nc,BS8,S8_04,0.0 %,+ 00:02:10.077,130,0.0 %,D:\TME Project\Documents\EthoVision XT\Experiments\Videos 2019\A\DCIM\16-18;173RDPHH\S1730001.MP4,3,-,-,-,-,-,-,-,-,-,-,-,-
10 minutes,Trial    31,Arena 4,In cue,A,spider on the walls sometimes,BS7,S7_05,0.0 %,+ 00:02:10.077,130,25.7 %,D:\TME Project\Documents\EthoVision XT\Experiments\Videos 2019\A\DCIM\16-18;173RDPHH\S1730001.MP4,3,"22,5911","0,0523245","12,0797","419,67","431,749","71,9408",0,0,"5,80815","2,07995","179,436","250,234"
10 minutes,Trial    31,Arena 4,In blank,A,spider on the walls sometimes,BS7,S7_05,0.0 %,+ 00:02:10.077,130,25.7 %,D:\TME Project\Documents\EthoVision XT\Experiments\Videos 2019\A\DCIM\16-18;173RDPHH\S1730001.MP4,3,"4,99574","0,350833","6,07985","8,39979",0,0,"14,8796","2,47934","17,8434","1,11997","8,79978","4,55989"
10 minutes,Trial    31,Arena 5,In cue,A,nc,BM1,M1_04,0.0 %,+ 00:02:10.077,130,0.0 %,D:\TME Project\Documents\EthoVision XT\Experiments\Videos 2019\A\DCIM\16-18;173RDPHH\S1730001.MP4,3,"24,2325","0,12481","47,6788","146,396","194,235","32,3647",0,0,"4,90048","0,479988","50,8787","142,796"
10 minutes,Trial    31,Arena 5,In blank,A,nc,BM1,M1_04,0.0 %,+ 00:02:10.077,130,0.0 %,D:\TME Project\Documents\EthoVision XT\Experiments\Videos 2019\A\DCIM\16-18;173RDPHH\S1730001.MP4,3,"44,4913","0,109609","52,3187","353,591",0,0,"405,91","67,6353","5,15133","1,27997","150,956","253,674"
10 minutes,Trial    31,Arena 6,In cue,A,nc,BQ1,Q1_06,0.0 %,+ 00:02:10.077,130,0.0 %,D:\TME Project\Documents\EthoVision XT\Experiments\Videos 2019\A\DCIM\16-18;173RDPHH\S1730001.MP4,3,"53,0697","0,0885343","92,6377","506,787","599,505","99,8934",0,0,"7,20191","0,959976","418,87","179,596"
10 minutes,Trial    31,Arena 6,In blank,A,nc,BQ1,Q1_06,0.0 %,+ 00:02:10.077,130,0.0 %,D:\TME Project\Documents\EthoVision XT\Experiments\Videos 2019\A\DCIM\16-18;173RDPHH\S1730001.MP4,3,"0,594464","0,928874","0,639984",0,0,0,"0,639984","0,106638","17,6153",0,"0,639984",0
10 minutes,Trial    32,Arena 1,In cue,B,nc,BM2,BM2_04,0.0 %,+ 00:03:30.075,210,0.2 %,D:\TME Project\Documents\EthoVision XT\Experiments\Videos 2019\B\DCIM\16-18;171RDPHH\S1710001.MP4,3,"23,2148","0,0387802","9,75976","588,865","598,705","99,7601",0,0,"7,76515",0,"537,507","61,1185"
10 minutes,Trial    32,Arena 1,In blank,B,nc,BM2,BM2_04,0.0 %,+ 00:03:30.075,210,0.2 %,D:\TME Project\Documents\EthoVision XT\Experiments\Videos 2019\B\DCIM\16-18;171RDPHH\S1710001.MP4,3,-,-,-,-,-,-,-,-,-,-,-,-
10 minutes,Trial    32,Arena 2,In cue,B,nc,BQ3,BQ3_05,0.0 %,+ 00:03:30.075,210,0.0 %,D:\TME Project\Documents\EthoVision XT\Experiments\Videos 2019\B\DCIM\16-18;171RDPHH\S1710001.MP4,3,"16,6047","0,0276714","0,239994","599,825","600,145",100,0,0,"7,03995",0,"503,187","96,8776"
10 minutes,Trial    32,Arena 2,In blank,B,nc,BQ3,BQ3_05,0.0 %,+ 00:03:30.075,210,0.0 %,D:\TME Project\Documents\EthoVision XT\Experiments\Videos 2019\B\DCIM\16-18;171RDPHH\S1710001.MP4,3,-,-,-,-,-,-,-,-,-,-,-,-
10 minutes,Trial    32,Arena 3,In cue,B,nc,BS4,S4_05,0.0 %,+ 00:03:30.075,210,0.0 %,D:\TME Project\Documents\EthoVision XT\Experiments\Videos 2019\B\DCIM\16-18;171RDPHH\S1710001.MP4,3,"13,2519","0,0610813","16,4796","200,475","216,955","36,1504",0,0,"7,35144","0,319992","154,396","62,2384"
10 minutes,Trial    32,Arena 3,In blank,B,nc,BS4,S4_05,0.0 %,+ 00:03:30.075,210,0.0 %,D:\TME Project\Documents\EthoVision XT\Experiments\Videos 2019\B\DCIM\16-18;171RDPHH\S1710001.MP4,3,"28,5041","0,0744018","33,5992","349,431",0,0,"383,19","63,8496","8,41119","1,43996","319,992","61,6785"
10 minutes,Trial    32,Arena 4,In cue,B,nc,BS3,S3_04,0.0 %,+ 00:03:30.075,210,0.0 %,D:\TME Project\Documents\EthoVision XT\Experiments\Videos 2019\B\DCIM\16-18;171RDPHH\S1710001.MP4,3,"10,954","0,736173","5,59986","9,27977","14,8796","2,47934",0,0,"21,5508","1,83995","11,7597","1,27997"
10 minutes,Trial    32,Arena 4,In blank,B,nc,BS3,S3_04,0.0 %,+ 00:03:30.075,210,0.0 %,D:\TME Project\Documents\EthoVision XT\Experiments\Videos 2019\B\DCIM\16-18;171RDPHH\S1710001.MP4,3,"44,2306","0,0755838","39,759","545,426",0,0,"585,265","97,5207","7,57398","2,07995","440,949","142,156"
10 minutes,Trial    32,Arena 5,In cue,B,nc,BL2,BL2_06,0.0 %,+ 00:03:30.075,210,20.6 %,D:\TME Project\Documents\EthoVision XT\Experiments\Videos 2019\B\DCIM\16-18;171RDPHH\S1710001.MP4,3,"33,3639","0,109868","23,8394","280,793","304,952","50,8131",0,0,"9,60631","4,95988","231,034","68,6383"
